age,workclass,education,marital_status,occupation,relationship,race,sex,capital_change,hours_per_week,native_country,target
60,Private,0,Married-civ-spouse,Craft-repair,Husband,White,Male,equal to 0,45,United-States,1
31,Private,2,Married-civ-spouse,Prof-specialty,Husband,White,Male,equal to 0,40,United-States,0
26,Private,0,Never-married,Craft-repair,Other-relative,White,Male,between 0 and 50K,40,United-States,0
24,Private,0,Never-married,Handlers-cleaners,Own-child,White,Male,equal to 0,45,United-States,0
29,Private,2,Never-married,Sales,Not-in-family,White,Male,equal to 0,50,United-States,1
44,Private,0,Married-civ-spouse,Tech-support,Husband,White,Male,equal to 0,45,United-States,1
34,Local-gov,2,Married-civ-spouse,Exec-managerial,Husband,White,Male,equal to 0,55,United-States,1
59,Private,2,Married-civ-spouse,Prof-specialty,Husband,White,Male,between -50K and 0,43,United-States,1
23,Private,2,Never-married,Exec-managerial,Own-child,Asian-Pac-Islander,Male,equal to 0,24,United-States,0
23,Private,0,Never-married,Other-service,Other-relative,White,Male,equal to 0,40,Philippines,0
55,Local-gov,1,Separated,Prof-specialty,Unmarried,Black,Female,equal to 0,35,United-States,0
39,Self-emp-inc,0,Married-civ-spouse,Exec-managerial,Husband,White,Male,equal to 0,40,United-States,1
39,Private,0,Never-married,Craft-repair,Not-in-family,Black,Male,equal to 0,40,United-States,0
57,Private,0,Divorced,Transport-moving,Unmarried,White,Male,equal to 0,75,United-States,0
35,Private,0,Divorced,Sales,Unmarried,White,Female,equal to 0,40,United-States,0
39,Local-gov,1,Married-civ-spouse,Protective-serv,Husband,White,Male,equal to 0,48,United-States,1
47,Private,0,Married-civ-spouse,Sales,Own-child,White,Female,equal to 0,38,United-States,1
53,State-gov,4,Married-civ-spouse,Adm-clerical,Husband,White,Male,equal to 0,50,United-States,1
23,Private,1,Never-married,Sales,Own-child,Black,Male,equal to 0,25,United-States,0
35,Private,3,Never-married,Craft-repair,Not-in-family,White,Male,equal to 0,50,United-States,1
44,Private,1,Divorced,Farming-fishing,Not-in-family,White,Female,equal to 0,40,United-States,0
28,Private,0,Never-married,Other-service,Own-child,White,Female,equal to 0,25,United-States,0
26,Private,2,Never-married,Exec-managerial,Not-in-family,Asian-Pac-Islander,Female,equal to 0,40,Poland,0
23,Private,0,Never-married,Exec-managerial,Not-in-family,White,Male,equal to 0,45,United-States,0
32,Private,0,Married-civ-spouse,Other-service,Husband,White,Male,equal to 0,25,Ireland,0
49,Self-emp-inc,1,Married-civ-spouse,Transport-moving,Husband,White,Male,equal to 0,50,United-States,1
36,Private,1,Never-married,Craft-repair,Own-child,White,Male,between 0 and 50K,60,United-States,0
36,Private,0,Divorced,Other-service,Unmarried,White,Female,equal to 0,36,United-States,0
41,Private,0,Married-civ-spouse,Prof-specialty,Husband,Other,Male,equal to 0,40,United-States,0
21,Private,1,Married-civ-spouse,Adm-clerical,Wife,Amer-Indian-Eskimo,Female,equal to 0,46,United-States,1
54,Self-emp-not-inc,2,Married-civ-spouse,Exec-managerial,Husband,White,Male,equal to 0,40,United-States,1
43,Private,1,Married-spouse-absent,Other-service,Not-in-family,Black,Female,equal to 0,40,United-States,0
35,Local-gov,1,Divorced,Adm-clerical,Unmarried,White,Female,equal to 0,40,United-States,0
31,Private,1,Married-civ-spouse,Farming-fishing,Husband,White,Male,equal to 0,50,United-States,1
46,Private,1,Married-civ-spouse,Craft-repair,Other-relative,Asian-Pac-Islander,Male,equal to 0,40,India,0
46,Private,0,Separated,Sales,Not-in-family,White,Female,equal to 0,40,United-States,0
56,Private,0,Married-civ-spouse,Other-service,Husband,White,Male,equal to 0,40,United-States,0
45,Private,3,Married-civ-spouse,Prof-specialty,Wife,White,Female,equal to 0,1,United-States,0
21,Private,0,Never-married,Adm-clerical,Own-child,White,Male,equal to 0,40,United-States,0
51,Private,3,Married-civ-spouse,Exec-managerial,Husband,White,Male,equal to 0,50,United-States,1
47,State-gov,1,Divorced,Prof-specialty,Unmarried,White,Male,equal to 0,20,United-States,0
42,Private,0,Married-spouse-absent,Craft-repair,Not-in-family,White,Male,equal to 0,40,Puerto-Rico,0
19,Private,1,Never-married,Sales,Own-child,White,Female,equal to 0,30,United-States,0
25,Private,2,Never-married,Craft-repair,Own-child,White,Male,equal to 0,40,United-States,0
37,Private,3,Married-civ-spouse,Tech-support,Husband,White,Male,equal to 0,60,United-States,1
35,Private,0,Married-civ-spouse,Other-service,Husband,Black,Male,equal to 0,40,United-States,0
40,Private,0,Married-civ-spouse,Transport-moving,Husband,White,Male,equal to 0,30,United-States,0
57,Self-emp-not-inc,0,Married-civ-spouse,Sales,Husband,White,Male,equal to 0,15,United-States,0
38,Private,0,Married-civ-spouse,Tech-support,Husband,White,Male,equal to 0,50,United-States,1
48,Private,0,Divorced,Sales,Not-in-family,White,Female,equal to 0,38,United-States,0
34,Private,1,Divorced,Other-service,Not-in-family,White,Female,equal to 0,34,United-States,0
46,Federal-gov,1,Divorced,Transport-moving,Not-in-family,White,Male,equal to 0,40,United-States,0
30,Private,0,Never-married,Adm-clerical,Not-in-family,White,Male,equal to 0,38,United-States,0
45,State-gov,3,Divorced,Protective-serv,Not-in-family,White,Male,equal to 0,50,United-States,0
32,Self-emp-not-inc,2,Married-civ-spouse,Prof-specialty,Husband,White,Male,equal to 0,50,United-States,1
35,Private,0,Never-married,Machine-op-inspct,Own-child,White,Male,equal to 0,48,United-States,0
62,Private,1,Never-married,Craft-repair,Not-in-family,White,Female,between 0 and 50K,39,United-States,1
56,Private,0,Married-civ-spouse,Prof-specialty,Husband,White,Male,equal to 0,40,United-States,0
50,Private,1,Married-civ-spouse,Other-service,Husband,White,Male,equal to 0,40,United-States,0
25,Private,2,Never-married,Tech-support,Not-in-family,White,Male,equal to 0,40,United-States,0
41,Private,1,Never-married,Sales,Not-in-family,Black,Male,equal to 0,33,United-States,0
35,Private,0,Never-married,Other-service,Own-child,White,Female,equal to 0,27,United-States,0
33,Private,1,Married-civ-spouse,Craft-repair,Husband,White,Male,equal to 0,41,United-States,1
38,Private,1,Married-civ-spouse,Exec-managerial,Wife,White,Female,between -50K and 0,40,United-States,1
37,State-gov,2,Never-married,Prof-specialty,Not-in-family,White,Male,equal to 0,40,United-States,0
56,Private,0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,equal to 0,40,United-States,1
19,Private,0,Never-married,Craft-repair,Own-child,White,Male,between -50K and 0,32,United-States,0
31,Private,0,Married-civ-spouse,Exec-managerial,Wife,White,Female,equal to 0,40,United-States,0
53,Local-gov,0,Divorced,Craft-repair,Not-in-family,Other,Male,equal to 0,40,United-States,1
33,Private,0,Separated,Handlers-cleaners,Unmarried,White,Male,equal to 0,35,Puerto-Rico,0
72,Private,0,Divorced,Other-service,Not-in-family,Black,Male,equal to 0,40,United-States,0
54,Private,0,Married-civ-spouse,Transport-moving,Husband,White,Male,equal to 0,50,United-States,1
30,Private,2,Never-married,Machine-op-inspct,Not-in-family,White,Female,equal to 0,40,United-States,0
51,Private,4,Never-married,Prof-specialty,Not-in-family,White,Male,equal to 0,40,United-States,1
30,Private,0,Married-civ-spouse,Craft-repair,Husband,White,Male,between -50K and 0,50,United-States,1
30,Private,2,Never-married,Prof-specialty,Not-in-family,White,Male,equal to 0,50,United-States,0
32,Private,1,Married-civ-spouse,Protective-serv,Husband,Black,Male,equal to 0,16,United-States,0
30,Private,1,Never-married,Sales,Not-in-family,White,Male,equal to 0,50,United-States,1
35,Private,3,Married-civ-spouse,Adm-clerical,Husband,White,Male,equal to 0,40,United-States,0
40,Private,1,Divorced,Adm-clerical,Own-child,White,Female,equal to 0,44,United-States,1
38,State-gov,2,Divorced,Prof-specialty,Not-in-family,White,Female,equal to 0,40,United-States,0
19,Private,0,Never-married,Other-service,Other-relative,White,Female,equal to 0,30,United-States,0
32,Private,1,Never-married,Prof-specialty,Not-in-family,White,Male,equal to 0,44,United-States,0
49,Private,3,Married-spouse-absent,Adm-clerical,Unmarried,White,Female,equal to 0,40,United-States,0
76,Private,2,Married-civ-spouse,Prof-specialty,Husband,White,Male,equal to 0,10,United-States,0
60,Private,2,Married-civ-spouse,Prof-specialty,Husband,White,Male,equal to 0,35,United-States,0
60,Private,0,Married-civ-spouse,Sales,Husband,White,Male,equal to 0,40,United-States,0
55,Private,4,Married-civ-spouse,Exec-managerial,Husband,White,Male,equal to 0,80,United-States,1
41,Private,2,Divorced,Tech-support,Not-in-family,White,Female,equal to 0,30,United-States,0
24,Private,0,Never-married,Craft-repair,Own-child,White,Male,equal to 0,40,United-States,0
53,Private,3,Married-civ-spouse,Sales,Husband,White,Male,between 0 and 50K,60,United-States,1
69,State-gov,1,Widowed,Adm-clerical,Not-in-family,White,Female,between -50K and 0,38,United-States,0
71,Private,1,Married-civ-spouse,Prof-specialty,Husband,White,Male,between 0 and 50K,30,United-States,0
41,Private,0,Married-civ-spouse,Adm-clerical,Wife,White,Female,equal to 0,40,United-States,1
32,Private,0,Never-married,Other-service,Own-child,White,Female,equal to 0,40,United-States,0
45,Private,0,Married-civ-spouse,Craft-repair,Husband,White,Male,equal to 0,40,United-States,0
59,Private,2,Divorced,Exec-managerial,Not-in-family,White,Male,equal to 0,40,United-States,0
31,Private,0,Never-married,Other-service,Own-child,White,Female,equal to 0,35,United-States,0
40,Private,0,Separated,Adm-clerical,Unmarried,White,Female,equal to 0,37,United-States,0
44,Private,1,Married-civ-spouse,Tech-support,Husband,White,Male,equal to 0,40,United-States,1
63,Private,1,Divorced,Sales,Not-in-family,White,Female,equal to 0,60,United-States,0
31,Local-gov,1,Married-civ-spouse,Protective-serv,Husband,White,Male,between 0 and 50K,56,United-States,1
51,Private,2,Never-married,Adm-clerical,Unmarried,White,Male,equal to 0,20,United-States,0
51,Private,0,Married-civ-spouse,Machine-op-inspct,Husband,Asian-Pac-Islander,Male,equal to 0,40,Philippines,0
23,Private,0,Never-married,Sales,Not-in-family,White,Male,equal to 0,40,United-States,0
49,Private,0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,equal to 0,48,United-States,0
56,Private,0,Married-civ-spouse,Craft-repair,Husband,White,Male,between 0 and 50K,45,United-States,0
39,Private,0,Married-civ-spouse,Craft-repair,Husband,White,Male,equal to 0,40,United-States,1
39,Self-emp-not-inc,3,Married-civ-spouse,Prof-specialty,Husband,White,Male,between 0 and 50K,50,United-States,1
30,Self-emp-not-inc,0,Divorced,Other-service,Unmarried,White,Female,equal to 0,40,United-States,0
43,Self-emp-not-inc,2,Married-civ-spouse,Exec-managerial,Husband,White,Male,equal to 0,50,Germany,0
31,Private,1,Never-married,Craft-repair,Not-in-family,White,Male,equal to 0,50,United-States,0
44,Local-gov,3,Married-civ-spouse,Prof-specialty,Husband,White,Male,equal to 0,35,United-States,0
43,Self-emp-not-inc,3,Married-civ-spouse,Prof-specialty,Husband,White,Male,equal to 0,30,United-States,1
37,Federal-gov,4,Married-civ-spouse,Prof-specialty,Husband,White,Male,equal to 0,72,United-States,1
41,Private,1,Married-civ-spouse,Adm-clerical,Husband,White,Male,equal to 0,46,United-States,1
43,Private,0,Married-civ-spouse,Adm-clerical,Husband,White,Male,equal to 0,40,United-States,1
47,State-gov,1,Married-civ-spouse,Craft-repair,Husband,White,Male,equal to 0,40,United-States,1
38,Self-emp-not-inc,3,Never-married,Prof-specialty,Not-in-family,White,Male,between -50K and 0,45,United-States,1
46,Private,1,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,equal to 0,40,United-States,0
19,State-gov,1,Never-married,Other-service,Own-child,White,Female,equal to 0,40,United-States,0
19,Private,0,Never-married,Other-service,Not-in-family,White,Male,equal to 0,50,Guatemala,0
24,Private,2,Married-civ-spouse,Sales,Husband,White,Male,equal to 0,45,United-States,1
39,Self-emp-inc,1,Married-civ-spouse,Farming-fishing,Husband,White,Male,equal to 0,65,United-States,0
37,Private,1,Divorced,Machine-op-inspct,Not-in-family,White,Female,equal to 0,30,United-States,0
28,Private,2,Never-married,Prof-specialty,Own-child,Black,Female,equal to 0,40,Germany,0
40,Private,0,Divorced,Craft-repair,Unmarried,White,Male,equal to 0,40,United-States,0
27,Private,1,Never-married,Sales,Own-child,White,Female,equal to 0,40,United-States,0
22,Private,0,Never-married,Adm-clerical,Other-relative,White,Female,equal to 0,40,United-States,0
21,Private,1,Never-married,Handlers-cleaners,Own-child,White,Male,equal to 0,12,United-States,0
32,Private,0,Married-civ-spouse,Exec-managerial,Wife,White,Female,equal to 0,40,United-States,0
20,Private,0,Separated,Machine-op-inspct,Own-child,White,Male,equal to 0,40,United-States,0
45,Private,3,Divorced,Transport-moving,Not-in-family,White,Male,between 0 and 50K,48,United-States,1
46,Local-gov,3,Married-civ-spouse,Protective-serv,Husband,White,Male,equal to 0,40,United-States,1
46,Private,1,Divorced,Exec-managerial,Unmarried,White,Female,equal to 0,45,United-States,0
26,Private,1,Never-married,Protective-serv,Not-in-family,White,Male,equal to 0,44,United-States,0
47,Self-emp-not-inc,2,Married-civ-spouse,Exec-managerial,Own-child,White,Male,equal to 0,60,United-States,0
22,Private,1,Never-married,Prof-specialty,Own-child,White,Female,equal to 0,10,United-States,0
34,Self-emp-not-inc,0,Married-civ-spouse,Exec-managerial,Husband,White,Male,equal to 0,60,United-States,0
49,Private,0,Married-civ-spouse,Craft-repair,Husband,White,Male,equal to 0,40,Portugal,0
20,Private,1,Never-married,Handlers-cleaners,Own-child,White,Male,equal to 0,25,United-States,0
28,Private,0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,equal to 0,45,United-States,0
30,Private,0,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,equal to 0,40,United-States,0
23,Private,0,Married-civ-spouse,Craft-repair,Husband,White,Male,equal to 0,40,United-States,0
20,Private,0,Never-married,Priv-house-serv,Own-child,White,Male,equal to 0,40,Mexico,0
31,Private,1,Married-civ-spouse,Other-service,Husband,White,Male,equal to 0,55,Mexico,0
46,Private,0,Never-married,Machine-op-inspct,Own-child,White,Male,equal to 0,40,Puerto-Rico,0
42,Private,0,Separated,Adm-clerical,Unmarried,White,Female,equal to 0,40,United-States,0
60,Self-emp-not-inc,0,Married-civ-spouse,Craft-repair,Husband,White,Male,equal to 0,40,United-States,0
30,Private,2,Never-married,Prof-specialty,Not-in-family,White,Male,equal to 0,50,United-States,0
27,Private,1,Married-civ-spouse,Transport-moving,Husband,White,Male,equal to 0,48,United-States,0
20,Private,0,Never-married,Sales,Own-child,White,Female,equal to 0,32,United-States,0
56,Self-emp-not-inc,2,Married-civ-spouse,Prof-specialty,Husband,White,Male,between 0 and 50K,40,United-States,1
41,Private,1,Married-civ-spouse,Exec-managerial,Husband,White,Male,equal to 0,60,United-States,1
61,Private,0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,equal to 0,40,United-States,0
47,Private,0,Divorced,Exec-managerial,Unmarried,Black,Female,equal to 0,40,United-States,1
60,Private,0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,between 0 and 50K,37,United-States,0
33,Private,0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,equal to 0,50,United-States,0
40,Private,1,Married-civ-spouse,Prof-specialty,Wife,White,Female,equal to 0,25,United-States,0
48,Private,2,Married-civ-spouse,Prof-specialty,Husband,White,Male,equal to 0,45,Canada,1
56,Private,0,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,equal to 0,40,United-States,1
50,Private,1,Married-civ-spouse,Transport-moving,Husband,White,Male,between 0 and 50K,55,United-States,1
57,Self-emp-not-inc,3,Married-civ-spouse,Prof-specialty,Husband,White,Male,equal to 0,40,United-States,1
20,Private,1,Never-married,Adm-clerical,Own-child,Other,Female,equal to 0,40,United-States,0
46,Private,1,Divorced,Tech-support,Other-relative,White,Female,equal to 0,36,United-States,0
21,Private,1,Never-married,Prof-specialty,Not-in-family,White,Female,equal to 0,40,United-States,0
37,Private,0,Married-civ-spouse,Exec-managerial,Husband,White,Male,equal to 0,40,United-States,0
42,Private,1,Married-civ-spouse,Tech-support,Husband,White,Male,equal to 0,40,United-States,0
20,Private,0,Never-married,Other-service,Own-child,White,Female,equal to 0,30,United-States,0
54,Private,4,Married-civ-spouse,Prof-specialty,Husband,White,Male,between -50K and 0,50,United-States,1
32,Local-gov,0,Married-civ-spouse,Transport-moving,Wife,White,Female,between 0 and 50K,22,United-States,0
62,Private,1,Married-civ-spouse,Prof-specialty,Wife,White,Female,equal to 0,1,United-States,0
50,Private,1,Married-civ-spouse,Craft-repair,Husband,White,Male,equal to 0,40,United-States,1
49,Federal-gov,1,Never-married,Adm-clerical,Unmarried,Black,Female,equal to 0,40,United-States,0
48,Private,1,Married-civ-spouse,Transport-moving,Husband,White,Male,equal to 0,50,United-States,0
24,Private,1,Never-married,Sales,Other-relative,Black,Female,equal to 0,40,United-States,0
